food_id,food_name,cuisine_type,region,country,diet_type,meal_type,serving_size_g,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,suitable_breakfast,suitable_lunch,suitable_dinner,suitable_snack,spring,summer,fall,winter,allergens
142,Lapin à la Moutarde,French,European,France,Non-Vegetarian,Beverage,100,243.2,20.2,23.9,19.9,0.5,2.2,915.0,39.0,1,0,1,0,0,1,0,0,"['Shellfish', 'Dairy', 'Nuts']"
143,Panang Curry,Thai,Asian,Thailand,Non-Vegetarian,Beverage,100,362.8,24.9,18.6,22.8,4.9,3.5,910.0,98.0,0,1,1,0,1,0,0,1,['Gluten']
144,Daube de Bœuf,French,European,France,Non-Vegetarian,Lunch,100,216.8,32.6,25.5,24.8,5.1,8.7,938.0,130.0,0,0,0,1,1,1,0,1,"['Dairy', 'Soy', 'Eggs']"
145,Tamagoyaki,Japanese,Asian,Japan,Vegetarian,Breakfast,100,374.4,15.2,17.4,42.6,2.1,17.9,710.0,1.0,1,0,0,1,1,1,1,1,['Soy']
146,Tortilla de Bacalao,Spanish,European,Spain,Non-Vegetarian,Snack,100,356.5,17.6,15.4,27.3,1.0,8.2,1049.0,91.0,0,0,1,0,1,0,1,1,"['None', 'Nuts', 'Shellfish']"
147,Vegetable Tempura,Japanese,Asian,Japan,Vegan,Beverage,100,101.5,4.9,11.9,54.2,8.7,3.9,544.0,22.0,1,1,1,1,1,1,1,1,"['Shellfish', 'Gluten']"
148,Arroz Negro,Spanish,European,Spain,Non-Vegetarian,Dinner,100,345.0,17.1,24.7,21.2,5.8,3.4,869.0,142.0,0,1,1,0,1,1,1,1,['None']
149,Cornbread,American,North American,United States,Vegetarian,Dessert,100,230.8,9.4,23.8,27.4,1.5,32.7,147.0,23.0,0,1,0,1,0,0,1,1,['Nuts']
150,Shawarma Djej,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,286.5,14.3,5.9,46.1,7.8,19.4,975.0,46.0,1,0,1,0,0,1,1,1,[]
151,Bamia,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Beverage,100,339.6,15.5,8.5,14.7,2.9,7.7,915.0,84.0,0,1,1,1,1,1,1,1,[]
152,Pasta alla Norcina,Italian,European,Italy,Non-Vegetarian,Breakfast,100,268.4,20.0,13.5,33.5,2.1,16.3,924.0,56.0,1,0,0,0,1,1,0,1,"['Eggs', 'Gluten', 'Soy']"
153,Cannelloni con Besciamella,Italian,European,Italy,Vegetarian,Dessert,100,224.7,7.1,23.1,34.6,4.8,18.8,403.0,38.0,0,0,1,1,1,1,1,1,"['None', 'Dairy', 'Shellfish']"
154,Greek Meatballs,Greek,European,Greece,Non-Vegetarian,Lunch,100,254.9,27.8,16.7,13.2,5.9,4.1,1105.0,58.0,1,0,1,1,1,1,0,0,['Dairy']
155,Minestrone Soup,Italian,European,Italy,Vegetarian,Dessert,100,263.9,1.3,23.0,37.9,4.3,26.8,778.0,7.0,0,1,0,1,1,1,1,0,[]
156,Vegetable Pad Thai,Thai,Asian,Thailand,Vegan,Dessert,100,460.6,8.0,25.4,54.6,3.8,30.7,192.0,1.0,1,0,0,0,1,1,1,1,['Shellfish']
157,Chipirones en su Tinta,Spanish,European,Spain,Non-Vegetarian,Dessert,100,476.3,6.5,25.9,41.9,0.6,18.1,917.0,82.0,1,1,1,0,1,1,1,1,['None']
158,Lahem Bi Ajin,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Lunch,100,200.1,24.8,9.4,22.5,1.6,8.0,579.0,85.0,0,1,0,0,1,0,1,1,['Nuts']
159,Fish Tacos,Mexican,Latin American,Mexico,Non-Vegetarian,Beverage,100,152.9,16.4,16.6,19.4,3.6,2.9,925.0,133.0,0,0,1,0,1,1,1,1,[]
160,Vegetable Briami,Greek,European,Greece,Vegetarian,Dinner,100,295.0,3.5,11.2,14.2,3.9,14.8,200.0,20.0,0,1,0,0,1,0,1,1,['Eggs']
161,Shrimp and Grits,American,North American,United States,Non-Vegetarian,Snack,100,304.5,29.0,20.3,5.3,2.0,5.2,379.0,72.0,0,0,1,1,1,1,0,1,"['Dairy', 'Nuts']"
162,Larb Moo,Thai,Asian,Thailand,Non-Vegetarian,Breakfast,100,208.3,6.2,12.9,24.0,5.0,14.4,1021.0,54.0,1,0,1,0,1,0,1,1,['Eggs']
163,Yachae Mandu,Korean,Asian,South Korea,Vegetarian,Snack,100,141.9,4.3,13.8,38.3,2.3,14.1,136.0,22.0,0,0,1,1,0,1,1,1,"['Dairy', 'None']"
164,Buddha Bowls,Vietnamese,Asian,Vietnam,Vegan,Snack,100,263.1,10.7,13.4,47.1,6.1,10.0,156.0,36.0,0,0,0,1,1,1,0,0,[]
165,Tapenade,French,European,France,Vegetarian,Beverage,100,236.9,12.8,10.7,35.7,6.2,11.2,157.0,2.0,1,1,1,0,1,1,0,0,"['Gluten', 'None', 'Soy']"
166,Shawarma,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,261.8,7.4,22.4,26.6,7.8,8.1,464.0,125.0,1,1,0,1,0,1,1,0,[]
167,Nopales Salad,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,397.6,5.5,21.1,50.2,1.1,39.9,782.0,26.0,1,1,0,1,0,1,1,1,"['Shellfish', 'Gluten']"
168,Bucatini all'Amatriciana,Italian,European,Italy,Non-Vegetarian,Snack,100,199.9,28.6,9.6,5.9,1.5,4.6,1081.0,117.0,0,1,1,1,1,1,1,1,[]
169,Vegetable Manakish,Lebanese,Middle Eastern,Lebanon,Vegetarian,Lunch,100,285.7,8.1,8.9,24.8,9.9,1.6,707.0,23.0,0,1,1,0,0,1,1,1,[]
170,Xiaolongbao,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,309.7,15.9,14.7,46.2,7.3,9.6,549.0,101.0,1,0,0,0,1,1,1,1,"['Shellfish', 'Soy', 'Nuts']"
171,Veggie Burgers,American,North American,United States,Vegan,Beverage,100,309.8,4.1,12.0,40.3,9.6,2.4,601.0,36.0,0,0,1,0,1,1,0,0,"['None', 'Nuts', 'Gluten']"
172,Zarzuela,Spanish,European,Spain,Non-Vegetarian,Snack,100,194.9,19.8,29.4,10.4,5.1,4.9,523.0,134.0,1,0,0,1,1,1,1,1,['Shellfish']
173,Ribollita,Italian,European,Italy,Vegetarian,Dinner,100,211.3,9.2,9.1,33.7,3.3,6.5,779.0,10.0,0,1,1,0,1,1,0,1,"['Gluten', 'Dairy']"
174,Panella,Italian,European,Italy,Vegetarian,Snack,100,264.2,6.9,16.1,15.2,9.8,7.4,265.0,3.0,0,0,1,1,1,1,1,0,[]
175,Chicken Ramen,Japanese,Asian,Japan,Non-Vegetarian,Snack,100,192.4,25.4,15.4,29.9,2.6,2.5,855.0,115.0,0,0,0,1,1,1,1,1,"['Eggs', 'Dairy']"
176,Pasta ai Carciofi,Italian,European,Italy,Vegetarian,Snack,100,141.8,5.0,3.6,39.5,7.3,7.6,691.0,32.0,0,0,1,1,1,1,1,1,[]
177,Hainanese Chicken Rice,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,346.3,18.0,9.1,23.4,2.9,3.0,778.0,142.0,1,0,0,0,1,0,0,0,['Nuts']
178,Chorizo con Huevos,Mexican,Latin American,Mexico,Non-Vegetarian,Dinner,100,159.8,17.4,17.9,33.0,1.9,5.1,337.0,48.0,0,0,1,0,1,1,1,1,"['Nuts', 'Gluten', 'Soy']"
179,Aloo Gobi,Indian,Asian,India,Vegan,Snack,100,326.9,11.7,2.1,53.1,8.8,10.5,418.0,21.0,1,0,0,1,0,1,1,1,"['Dairy', 'Nuts']"
180,Calçots,Spanish,European,Spain,Vegetarian,Beverage,100,222.2,11.0,5.4,11.2,4.5,10.9,241.0,27.0,0,1,0,0,1,1,0,0,[]
181,Po' Boy,American,North American,United States,Non-Vegetarian,Beverage,100,392.5,16.9,22.8,18.3,5.2,1.8,923.0,131.0,0,0,1,1,1,1,1,1,"['None', 'Nuts', 'Eggs']"
182,Pasta alla Crema di Zucca,Italian,European,Italy,Vegetarian,Breakfast,100,436.2,15.2,14.9,38.5,7.1,12.3,121.0,37.0,1,0,0,0,1,1,1,1,['Nuts']
183,Beef Vindaloo,Indian,Asian,India,Non-Vegetarian,Breakfast,100,372.4,15.1,9.3,39.8,3.8,13.7,396.0,109.0,1,0,1,0,1,1,1,1,"['Nuts', 'Eggs', 'Gluten']"
184,Grilled Octopus,Greek,European,Greece,Non-Vegetarian,Breakfast,100,449.9,5.7,24.5,32.2,7.1,16.1,810.0,119.0,1,0,1,0,1,0,0,1,['Soy']
185,Red Braised Pork,Chinese,Asian,China,Non-Vegetarian,Dessert,100,463.6,4.6,16.5,48.4,4.0,34.1,1018.0,82.0,0,1,1,1,1,1,1,1,['Eggs']
186,Galbi,Korean,Asian,South Korea,Non-Vegetarian,Snack,100,354.5,17.4,20.0,5.2,1.9,3.7,657.0,113.0,0,1,0,1,1,1,0,1,"['Dairy', 'Eggs']"
187,Garganelli con Prosciutto,Italian,European,Italy,Non-Vegetarian,Beverage,100,247.1,24.0,13.2,16.2,1.4,0.7,843.0,110.0,0,0,1,0,1,1,1,1,['None']
188,Vegetable Paella,Spanish,European,Spain,Vegetarian,Dinner,100,254.9,8.6,9.5,44.5,6.2,7.7,118.0,14.0,0,1,1,1,1,1,1,1,"['Shellfish', 'Soy', 'Dairy']"
189,Za'atar Bread,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,195.0,7.8,12.9,31.3,6.9,11.7,669.0,29.0,1,0,0,1,1,1,1,0,"['Eggs', 'Shellfish', 'None']"
190,Spanakopita,Greek,European,Greece,Vegetarian,Breakfast,100,438.9,5.3,8.9,20.2,5.5,18.2,270.0,37.0,1,1,1,1,1,1,1,1,"['Soy', 'None', 'Gluten']"
191,Dubu Buchim,Korean,Asian,South Korea,Vegetarian,Dinner,100,115.1,14.2,9.0,14.1,5.9,4.6,299.0,12.0,0,1,0,1,1,1,0,1,['Nuts']
192,Bombil Fry,Indian,Asian,India,Non-Vegetarian,Dinner,100,350.8,25.8,14.8,23.3,4.3,2.7,672.0,45.0,0,1,0,1,0,1,1,1,"['Dairy', 'Soy', 'None']"
193,Vegetable Club Sandwich,American,North American,United States,Vegetarian,Lunch,100,145.3,11.2,6.1,31.0,7.7,2.5,497.0,10.0,1,1,1,0,1,1,1,1,[]
194,Crispy Chilli Beef,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,440.7,12.3,21.1,36.5,1.3,13.4,1156.0,102.0,1,1,0,1,1,0,1,1,"['Dairy', 'Soy', 'Nuts']"
195,Fideuà,Spanish,European,Spain,Non-Vegetarian,Snack,100,354.8,32.7,13.0,11.4,3.7,4.1,1056.0,138.0,1,0,0,1,1,1,0,1,"['Nuts', 'Soy', 'Gluten']"
196,Sweet Potato Fries,American,North American,United States,Vegan,Breakfast,100,288.4,8.6,20.6,28.2,6.8,9.6,567.0,4.0,1,0,0,0,1,0,0,1,"['None', 'Nuts']"
197,BBQ Ribs,American,North American,United States,Non-Vegetarian,Beverage,100,306.0,24.0,20.9,10.0,4.4,8.6,495.0,41.0,1,1,0,1,0,1,1,0,"['Dairy', 'Shellfish', 'None']"
198,Pinchos Morunos,Spanish,European,Spain,Non-Vegetarian,Lunch,100,155.9,27.8,21.4,21.4,1.4,3.9,835.0,90.0,0,1,1,0,1,0,1,1,"['Shellfish', 'None']"
199,Waldorf Salad,American,North American,United States,Vegetarian,Snack,100,346.9,4.6,14.8,26.2,5.4,11.0,585.0,40.0,1,1,1,1,1,1,1,1,"['None', 'Gluten']"
200,Feta Saganaki,Greek,European,Greece,Vegetarian,Lunch,100,132.1,4.2,15.3,33.1,4.2,2.1,160.0,36.0,1,0,1,0,1,1,1,0,['Gluten']
201,Falafel,Lebanese,Middle Eastern,Lebanon,Vegan,Breakfast,100,248.0,9.9,9.5,30.6,1.5,11.3,147.0,32.0,1,0,0,1,1,1,0,1,[]
202,Vegetable Mapo Doufu,Chinese,Asian,China,Vegetarian,Dessert,100,270.1,5.9,27.6,47.8,2.7,23.1,333.0,27.0,0,0,1,1,1,1,1,1,"['None', 'Shellfish']"
203,Vegetable Curry,Indian,Asian,India,Vegan,Dinner,100,328.7,8.6,10.9,44.2,7.2,1.7,494.0,38.0,0,1,1,0,1,1,0,1,[]
204,Camarones a la Diabla,Mexican,Latin American,Mexico,Non-Vegetarian,Beverage,100,193.8,28.8,12.4,21.1,0.6,4.5,981.0,72.0,1,0,1,0,1,1,0,1,['None']
205,Spanakorizo,Greek,European,Greece,Vegetarian,Breakfast,100,366.2,16.9,23.5,27.0,3.8,4.7,795.0,37.0,1,1,1,1,1,1,1,1,"['Eggs', 'Shellfish', 'None']"
206,Mujadara,Lebanese,Middle Eastern,Lebanon,Vegan,Lunch,100,224.2,10.4,10.3,39.9,3.8,9.3,189.0,33.0,1,1,0,0,1,1,1,0,[]
207,Vegetable Sushi,Japanese,Asian,Japan,Vegan,Snack,100,279.9,9.1,2.6,27.1,5.4,5.0,161.0,37.0,1,1,0,1,1,1,1,0,[]
208,Bhindi Masala,Indian,Asian,India,Vegan,Lunch,100,227.4,5.1,8.4,32.9,8.4,6.7,744.0,20.0,1,0,1,0,1,1,1,0,"['Shellfish', 'Gluten']"
209,Sweet Potato Casserole,American,North American,United States,Vegetarian,Dinner,100,348.0,13.2,6.5,47.2,2.9,12.4,366.0,35.0,0,1,1,0,1,1,1,1,['Nuts']
210,Shanghai Soup Dumplings,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,417.0,17.1,20.8,29.1,1.6,9.3,456.0,113.0,1,1,0,1,0,1,1,1,['Dairy']
211,Campechana,Mexican,Latin American,Mexico,Non-Vegetarian,Lunch,100,236.5,34.5,22.1,29.7,0.8,8.6,1130.0,88.0,0,1,0,0,1,1,1,1,[]
212,Gougère,French,European,France,Vegetarian,Snack,100,251.6,12.2,6.0,30.1,5.2,3.0,357.0,3.0,0,0,1,1,1,1,1,0,['Eggs']
213,Potato Salad,American,North American,United States,Vegetarian,Beverage,100,106.5,4.6,19.4,32.0,9.7,7.1,318.0,20.0,0,1,1,0,1,1,0,0,"['Gluten', 'Shellfish']"
214,Yudofu,Japanese,Asian,Japan,Vegetarian,Lunch,100,209.9,4.3,13.9,18.6,7.0,10.1,206.0,2.0,0,1,0,0,1,1,1,1,"['Shellfish', 'Nuts', 'Eggs']"
215,Canh Chua Chay,Vietnamese,Asian,Vietnam,Vegetarian,Dessert,100,434.2,5.1,11.2,59.8,0.3,32.4,789.0,10.0,0,1,1,0,1,1,1,1,"['None', 'Eggs']"
216,Gai Yang,Thai,Asian,Thailand,Non-Vegetarian,Dinner,100,185.6,17.4,14.7,8.0,4.2,0.6,758.0,150.0,1,1,1,0,1,1,1,1,"['None', 'Dairy']"
217,Lamb Chops,Greek,European,Greece,Non-Vegetarian,Snack,100,353.5,27.3,14.7,23.7,3.2,4.3,418.0,136.0,0,1,0,1,1,1,1,0,['Gluten']
218,Mi Quang Chay,Vietnamese,Asian,Vietnam,Vegetarian,Dinner,100,212.4,5.3,9.3,26.6,8.6,11.3,639.0,0.0,0,1,1,0,1,1,1,1,['Gluten']
219,Tzatziki,Greek,European,Greece,Vegetarian,Lunch,100,204.0,8.8,3.3,20.4,8.1,2.9,475.0,9.0,1,0,0,1,1,1,1,1,"['None', 'Gluten']"
220,Paneer Butter Masala,Indian,Asian,India,Vegetarian,Lunch,100,103.0,5.9,19.6,42.1,9.7,7.8,177.0,22.0,0,1,0,0,1,1,1,1,"['None', 'Shellfish', 'Eggs']"
221,Fasolia Gigantes,Greek,European,Greece,Vegetarian,Snack,100,213.6,13.1,4.7,29.5,3.2,5.5,616.0,19.0,0,0,0,1,1,1,1,1,"['Eggs', 'None']"
222,Lamb Kofta,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,294.0,10.9,14.2,43.6,7.2,19.2,1008.0,68.0,1,1,1,0,1,1,1,1,"['None', 'Shellfish', 'Nuts']"
223,Laab,Thai,Asian,Thailand,Non-Vegetarian,Dinner,100,322.0,23.8,13.6,30.2,0.2,9.0,715.0,106.0,1,1,1,0,1,0,1,1,['Dairy']
224,Pasta al Pesto,Italian,European,Italy,Vegetarian,Beverage,100,264.8,13.7,13.8,34.6,2.5,8.3,205.0,29.0,1,0,0,1,0,1,0,0,"['None', 'Dairy']"
225,Spicy Tofu Soup,Chinese,Asian,China,Vegetarian,Dessert,100,353.7,7.1,10.8,28.0,3.6,16.8,150.0,0.0,0,1,0,1,1,0,1,1,['None']
226,Gumbo,American,North American,United States,Non-Vegetarian,Dessert,100,487.0,7.6,17.1,35.4,1.7,34.4,895.0,52.0,1,1,1,0,1,1,1,1,['Nuts']
227,Banh Mi Chay,Vietnamese,Asian,Vietnam,Vegetarian,Dinner,100,143.5,4.2,14.2,40.6,4.1,1.3,158.0,39.0,1,1,0,0,1,1,0,1,"['Soy', 'Gluten', 'Nuts']"
228,Gomoku Chirashi,Japanese,Asian,Japan,Non-Vegetarian,Lunch,100,223.9,30.4,21.7,16.5,1.2,1.2,854.0,123.0,1,0,1,0,1,1,0,1,"['Dairy', 'Shellfish']"
229,Kongnamul Muchim,Korean,Asian,South Korea,Vegetarian,Snack,100,261.0,9.4,3.7,48.7,8.4,5.1,786.0,24.0,0,1,1,1,1,1,0,0,[]
230,Tiropita,Greek,European,Greece,Vegetarian,Dinner,100,245.6,12.0,16.8,36.3,3.0,5.7,750.0,9.0,0,0,1,0,1,1,1,0,"['Gluten', 'Nuts', 'Dairy']"
231,Som Tam Poo Ma,Thai,Asian,Thailand,Non-Vegetarian,Breakfast,100,293.0,11.5,13.8,38.4,7.6,6.3,409.0,54.0,1,1,0,0,0,1,1,1,[]
232,Seafood Tofu Pot,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,421.7,14.7,10.7,44.5,7.0,17.2,1127.0,60.0,1,1,0,0,1,1,1,1,[]
233,Kimchi Jjigae,Korean,Asian,South Korea,Non-Vegetarian,Lunch,100,338.8,24.2,26.5,26.9,4.7,6.6,460.0,95.0,1,1,1,0,1,1,1,1,['Gluten']
234,Malai Tikka,Indian,Asian,India,Non-Vegetarian,Dessert,100,495.4,9.4,10.9,30.8,0.7,33.1,1036.0,56.0,0,1,1,0,1,1,1,1,[]
235,Vegetable Flautas,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,226.5,13.1,15.5,31.7,6.7,8.1,308.0,23.0,0,1,1,0,1,1,1,1,"['Dairy', 'Nuts', 'Eggs']"
236,Vegetable Massaman Curry,Thai,Asian,Thailand,Vegetarian,Snack,100,272.2,13.5,13.8,40.4,3.3,7.5,107.0,10.0,1,0,1,1,1,1,1,1,"['None', 'Soy']"
237,Bamia bil Zeit,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,281.6,14.9,4.7,26.1,8.4,3.9,489.0,29.0,0,0,0,1,0,1,1,0,[]
238,Yachae Jeon,Korean,Asian,South Korea,Vegetarian,Breakfast,100,354.0,7.8,12.1,43.5,4.9,2.1,633.0,1.0,1,0,0,0,1,1,0,1,['None']
239,Doenjang Chigae,Korean,Asian,South Korea,Non-Vegetarian,Dinner,100,336.4,19.0,29.1,16.0,2.0,1.5,575.0,135.0,0,1,1,0,1,1,1,1,"['Gluten', 'Eggs', 'Dairy']"
240,Dubu Kimchi,Korean,Asian,South Korea,Vegetarian,Breakfast,100,449.1,10.5,14.0,41.7,7.2,12.7,374.0,17.0,1,0,0,0,0,1,1,1,"['Gluten', 'Dairy', 'Nuts']"
241,Soupe au Pistou,French,European,France,Vegetarian,Dessert,100,408.7,1.0,22.4,37.4,4.0,17.3,512.0,19.0,0,1,1,0,1,1,1,1,"['Gluten', 'Nuts']"
242,Jambalaya,American,North American,United States,Non-Vegetarian,Dinner,100,310.6,16.3,20.8,21.8,3.4,6.0,909.0,127.0,0,0,1,0,1,1,1,1,"['Nuts', 'Shellfish']"
243,Risotto al Prosecco,Italian,European,Italy,Vegetarian,Snack,100,167.5,12.9,11.5,13.1,2.5,5.7,649.0,28.0,0,0,0,1,1,1,1,1,"['Dairy', 'Soy', 'Shellfish']"
244,Fafda,Indian,Asian,India,Vegetarian,Lunch,100,297.2,9.2,10.5,15.9,4.6,7.1,162.0,9.0,0,1,1,0,1,1,1,1,[]
245,Pimientos de Padrón,Spanish,European,Spain,Vegetarian,Lunch,100,249.6,11.8,20.0,47.3,7.1,6.9,545.0,31.0,0,1,0,0,1,1,1,1,[]
246,Vegetable Gyoza,Japanese,Asian,Japan,Vegetarian,Snack,100,129.6,7.9,17.3,25.4,6.6,9.2,229.0,14.0,1,0,0,1,1,1,1,1,[]
247,Fasolada,Greek,European,Greece,Vegetarian,Beverage,100,183.6,3.3,3.4,43.3,4.2,8.3,309.0,38.0,0,1,1,0,1,0,1,1,"['None', 'Nuts', 'Eggs']"
248,Hiyayakko,Japanese,Asian,Japan,Vegetarian,Snack,100,164.8,8.2,17.8,43.7,3.5,12.2,421.0,19.0,0,0,0,1,1,1,0,1,"['Nuts', 'Shellfish']"
249,Bollito Misto,Italian,European,Italy,Non-Vegetarian,Breakfast,100,233.4,6.2,19.6,34.9,4.1,15.1,989.0,49.0,0,0,0,1,1,0,1,1,['Gluten']
250,Pulpo a la Gallega,Spanish,European,Spain,Non-Vegetarian,Beverage,100,302.6,17.7,24.5,24.7,5.7,0.7,351.0,64.0,0,1,0,1,1,1,1,1,['Nuts']
251,Pulled Pork Sandwich,American,North American,United States,Non-Vegetarian,Beverage,100,215.4,19.9,27.9,12.5,1.6,7.6,705.0,123.0,0,1,0,0,1,1,1,1,['Shellfish']
252,Discada Norteña,Mexican,Latin American,Mexico,Non-Vegetarian,Lunch,100,166.3,24.8,8.7,6.9,5.4,1.4,779.0,79.0,0,1,0,0,1,1,1,1,[]
253,Gemista,Greek,European,Greece,Vegetarian,Dessert,100,304.2,9.1,10.4,48.2,4.8,29.0,756.0,2.0,0,1,1,1,0,1,1,1,"['Dairy', 'Nuts', 'None']"
254,Vegetable Gumbo,American,North American,United States,Vegetarian,Snack,100,204.7,6.1,15.4,49.3,4.1,10.2,239.0,23.0,0,1,0,1,1,1,1,0,"['None', 'Gluten', 'Dairy']"
255,Dolsot Bibimbap,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,266.0,34.4,21.4,15.5,0.7,1.5,503.0,60.0,0,0,1,1,1,1,1,1,['Gluten']
256,Salmorejo,Spanish,European,Spain,Vegetarian,Beverage,100,312.7,9.7,11.9,14.6,8.9,11.1,147.0,28.0,1,0,1,1,1,1,1,1,"['Eggs', 'Shellfish']"
257,Chicken Satay,Thai,Asian,Thailand,Non-Vegetarian,Beverage,100,285.9,16.6,18.1,19.5,1.0,9.5,1065.0,110.0,0,0,1,1,0,0,1,1,['Dairy']
258,Dau Phu Chien,Vietnamese,Asian,Vietnam,Vegetarian,Dessert,100,338.7,4.7,23.0,44.1,0.3,27.8,664.0,18.0,1,1,1,1,0,1,1,1,[]
259,Tortilla Española,Spanish,European,Spain,Vegetarian,Beverage,100,113.0,12.4,6.4,20.3,3.3,5.6,630.0,21.0,1,1,1,1,1,1,1,0,[]
260,Sukiyaki,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,201.2,32.6,27.4,31.1,1.4,4.5,1186.0,123.0,0,1,1,1,0,1,1,1,[]
261,Grilled Cheese,American,North American,United States,Vegetarian,Snack,100,106.8,3.8,10.9,46.4,6.3,8.0,174.0,26.0,0,0,0,1,1,1,1,1,['Shellfish']
262,Moussaka,Greek,European,Greece,Non-Vegetarian,Lunch,100,355.5,22.6,25.1,33.9,1.2,5.2,558.0,125.0,1,1,1,0,1,0,1,1,[]
263,Cucumber Rolls,Japanese,Asian,Japan,Vegan,Lunch,100,232.8,8.3,14.8,30.8,11.2,6.9,211.0,28.0,0,1,1,1,1,1,1,0,"['Eggs', 'Shellfish']"
264,Gnocchi,Italian,European,Italy,Vegetarian,Breakfast,100,398.3,9.8,22.1,47.2,2.9,19.7,198.0,8.0,1,0,1,0,1,1,0,1,"['Dairy', 'Gluten']"
265,Salade Niçoise,French,European,France,Non-Vegetarian,Snack,100,196.1,32.9,22.4,9.6,2.6,6.2,375.0,136.0,0,0,0,1,0,1,1,1,['Gluten']
266,Lahanosalata,Greek,European,Greece,Vegetarian,Dessert,100,441.1,5.5,29.3,39.6,4.9,31.7,544.0,7.0,0,1,0,0,1,1,1,1,"['Eggs', 'Gluten', 'Shellfish']"
267,Croquetas,Spanish,European,Spain,Non-Vegetarian,Dessert,100,464.6,4.8,13.2,25.4,2.8,28.2,947.0,137.0,0,1,1,0,1,1,1,1,[]
268,Shish Barak,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Snack,100,169.9,29.6,12.1,30.7,4.9,5.4,939.0,68.0,1,0,1,0,1,1,1,1,['Gluten']
269,Bakaliaros Skordalia,Greek,European,Greece,Non-Vegetarian,Dessert,100,341.4,8.4,19.2,37.5,2.5,35.7,602.0,51.0,1,1,1,0,1,1,1,1,[]
270,Huevos Rotos,Spanish,European,Spain,Non-Vegetarian,Dessert,100,413.6,8.4,12.0,33.4,0.7,23.7,705.0,120.0,1,1,0,0,1,1,1,1,"['Shellfish', 'None', 'Nuts']"
271,Cao Lau,Vietnamese,Asian,Vietnam,Non-Vegetarian,Breakfast,100,362.8,14.3,12.0,45.2,4.3,19.6,871.0,45.0,1,1,0,0,0,1,1,1,[]
272,Beef in Oyster Sauce,Chinese,Asian,China,Non-Vegetarian,Lunch,100,319.0,21.5,23.1,7.1,1.0,8.6,504.0,130.0,0,1,1,1,1,0,1,1,['Shellfish']
273,Vegetable Tom Yum,Thai,Asian,Thailand,Vegetarian,Snack,100,169.8,10.7,14.8,30.5,4.4,4.0,123.0,12.0,0,0,0,1,1,1,0,1,"['Gluten', 'Soy', 'None']"
274,Makanek,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dessert,100,395.9,9.4,27.4,51.8,3.9,31.6,534.0,139.0,0,1,0,0,1,0,1,1,"['Soy', 'Eggs']"
275,Buffalo Cauliflower Wings,American,North American,United States,Vegetarian,Dinner,100,267.7,9.7,4.9,27.9,5.7,13.1,483.0,15.0,0,0,1,1,1,1,1,1,"['Shellfish', 'None']"
276,Vegetable Sopes,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,493.0,2.0,18.5,26.5,3.7,38.0,296.0,34.0,0,0,1,0,0,1,1,1,[]
277,Clam Bake,American,North American,United States,Non-Vegetarian,Dessert,100,287.7,9.2,25.1,53.2,0.1,39.1,954.0,67.0,0,1,0,0,0,1,0,1,[]
278,Shanklish,Lebanese,Middle Eastern,Lebanon,Vegetarian,Breakfast,100,407.3,9.2,22.5,23.4,5.9,11.7,168.0,10.0,1,0,1,0,1,1,1,0,"['Dairy', 'Soy']"
279,Chettinad Chicken,Indian,Asian,India,Non-Vegetarian,Snack,100,153.1,24.4,14.6,23.0,1.8,3.0,969.0,36.0,0,0,0,1,1,1,1,0,"['Shellfish', 'None']"
280,Kashmiri Chicken Yakhni,Indian,Asian,India,Non-Vegetarian,Snack,100,375.7,32.0,22.7,22.8,5.4,1.9,371.0,59.0,0,0,0,1,1,1,1,0,"['None', 'Dairy', 'Nuts']"
281,Unadon,Japanese,Asian,Japan,Non-Vegetarian,Lunch,100,348.6,15.7,20.8,34.9,5.1,5.2,357.0,130.0,1,0,1,1,1,1,1,1,"['Gluten', 'Nuts']"
282,Masala Kulcha,Indian,Asian,India,Vegetarian,Dinner,100,249.7,4.4,4.6,46.4,7.4,12.6,715.0,23.0,1,0,1,0,1,1,1,1,"['Soy', 'Dairy']"
283,Vegetable Pot-au-Feu,French,European,France,Vegetarian,Dinner,100,229.4,8.2,8.4,27.4,8.2,9.4,725.0,18.0,0,1,1,0,0,1,1,1,[]
